S,E,I,R,Beta
9950,0,50,0,0.007873366834170854
6033,3917,48,2,0.007825017956793193
3767,5781,448,4,0.002203107815996056
49,8939,980,32,0.0010204081632653062
0,8153,1751,96,
0,7338,2433,229,
0,6636,2928,436,
0,5987,3327,686,
0,5374,3696,930,
0,4883,3861,1256,
0,4374,4072,1554,
0,3969,4119,1912,
0,3543,4191,2266,
0,3182,4218,2600,
0,2836,4200,2964,
0,2551,4185,3264,
0,2313,4094,3593,
0,2087,4014,3899,
0,1870,3905,4225,
0,1665,3783,4552,
0,1505,3653,4842,
0,1361,3531,5108,
0,1218,3387,5395,
0,1095,3238,5667,
0,993,3082,5925,
0,885,2928,6187,
0,813,2771,6416,
0,738,2613,6649,
0,670,2482,6848,
0,604,2330,7066,
0,542,2222,7236,
0,490,2099,7411,
0,447,1985,7568,
0,399,1891,7710,
0,351,1796,7853,
0,313,1670,8017,
0,283,1572,8145,
0,247,1486,8267,
0,227,1393,8380,
0,208,1285,8507,
0,189,1201,8610,
0,172,1114,8714,
0,157,1045,8798,
0,142,986,8872,
0,129,913,8958,
0,119,850,9031,
0,109,791,9100,
0,93,741,9166,
0,84,693,9223,
0,75,648,9277,
0,67,605,9328,
0,57,562,9381,
0,52,523,9425,
0,46,490,9464,
0,43,457,9500,
0,42,422,9536,
0,37,397,9566,
0,35,373,9592,
0,29,354,9617,
0,28,322,9650,
0,26,289,9685,
0,24,263,9713,
0,22,244,9734,
0,22,225,9753,
0,19,208,9773,
0,18,192,9790,
0,16,182,9802,
0,15,168,9817,
0,12,159,9829,
0,11,144,9845,
0,10,139,9851,
0,9,133,9858,
0,6,122,9872,
0,4,112,9884,
0,4,103,9893,
0,4,93,9903,
0,3,87,9910,
0,3,83,9914,
0,3,79,9918,
0,3,71,9926,
0,3,62,9935,
0,3,59,9938,
0,3,53,9944,
0,3,49,9948,
0,3,46,9951,
0,3,42,9955,
0,2,38,9960,
0,2,36,9962,
0,2,32,9966,
0,2,30,9968,
0,2,26,9972,
0,1,22,9977,
0,1,20,9979,
0,1,17,9982,
0,1,17,9982,
0,1,15,9984,
0,1,14,9985,
0,1,14,9985,
0,1,14,9985,
0,1,14,9985,
0,0,14,9986,
0,0,11,9989,
0,0,10,9990,
0,0,10,9990,
0,0,10,9990,
0,0,9,9991,
0,0,9,9991,
0,0,8,9992,
0,0,8,9992,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
