S,E,I,R,Beta
9940,0,60,0,0.007573775989268947
5423,4517,57,3,0.007650973274972421
3058,6428,507,7,0.0019594867408923855
20,8813,1111,56,0.0009000900090009
0,7931,1929,140,
0,7116,2568,316,
0,6443,3052,505,
0,5789,3439,772,
0,5208,3770,1022,
0,4663,4002,1335,
0,4207,4138,1655,
0,3759,4255,1986,
0,3390,4316,2294,
0,3047,4336,2617,
0,2762,4243,2995,
0,2487,4167,3346,
0,2245,4060,3695,
0,1981,3992,4027,
0,1794,3885,4321,
0,1610,3778,4612,
0,1454,3598,4948,
0,1306,3438,5256,
0,1185,3318,5497,
0,1072,3149,5779,
0,956,3016,6028,
0,854,2883,6263,
0,761,2738,6501,
0,683,2602,6715,
0,621,2436,6943,
0,547,2321,7132,
0,481,2182,7337,
0,428,2063,7509,
0,389,1948,7663,
0,353,1818,7829,
0,322,1742,7936,
0,289,1633,8078,
0,254,1538,8208,
0,241,1437,8322,
0,214,1333,8453,
0,198,1262,8540,
0,176,1173,8651,
0,163,1101,8736,
0,144,1018,8838,
0,130,958,8912,
0,118,899,8983,
0,103,848,9049,
0,94,793,9113,
0,85,750,9165,
0,79,698,9223,
0,78,651,9271,
0,72,612,9316,
0,67,570,9363,
0,56,539,9405,
0,53,507,9440,
0,50,468,9482,
0,46,438,9516,
0,42,414,9544,
0,41,383,9576,
0,37,357,9606,
0,32,332,9636,
0,27,318,9655,
0,27,286,9687,
0,24,271,9705,
0,22,251,9727,
0,19,236,9745,
0,16,218,9766,
0,14,197,9789,
0,12,187,9801,
0,11,173,9816,
0,10,159,9831,
0,8,145,9847,
0,8,138,9854,
0,8,124,9868,
0,7,112,9881,
0,7,105,9888,
0,5,101,9894,
0,4,97,9899,
0,3,88,9909,
0,3,81,9916,
0,3,73,9924,
0,2,69,9929,
0,2,57,9941,
0,2,56,9942,
0,1,50,9949,
0,1,45,9954,
0,1,41,9958,
0,1,39,9960,
0,1,35,9964,
0,1,31,9968,
0,1,29,9970,
0,1,27,9972,
0,1,25,9974,
0,1,24,9975,
0,1,21,9978,
0,1,20,9979,
0,1,17,9982,
0,1,16,9983,
0,1,15,9984,
0,0,16,9984,
0,0,16,9984,
0,0,16,9984,
0,0,15,9985,
0,0,13,9987,
0,0,12,9988,
0,0,12,9988,
0,0,12,9988,
0,0,11,9989,
0,0,11,9989,
0,0,10,9990,
0,0,10,9990,
0,0,10,9990,
0,0,9,9991,
0,0,7,9993,
0,0,6,9994,
0,0,6,9994,
0,0,6,9994,
0,0,6,9994,
0,0,6,9994,
0,0,6,9994,
0,0,6,9994,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
