S,E,I,R,Beta
9930,0,70,0,0.007180261832829809
4939,4991,60,10,0.007636498616454073
2676,6753,557,14,0.0017939903336526824
2,8753,1192,53,0.0008389261744966443
0,7910,1929,161,
0,7103,2596,301,
0,6423,3075,502,
0,5787,3461,752,
0,5198,3820,982,
0,4615,4114,1271,
0,4165,4248,1587,
0,3715,4383,1902,
0,3342,4404,2254,
0,2993,4429,2578,
0,2690,4363,2947,
0,2441,4288,3271,
0,2178,4200,3622,
0,1934,4105,3961,
0,1755,3937,4308,
0,1586,3776,4638,
0,1437,3619,4944,
0,1313,3442,5245,
0,1172,3314,5514,
0,1055,3181,5764,
0,956,3042,6002,
0,862,2925,6213,
0,772,2775,6453,
0,702,2612,6686,
0,625,2490,6885,
0,560,2331,7109,
0,503,2188,7309,
0,461,2062,7477,
0,425,1911,7664,
0,384,1808,7808,
0,352,1706,7942,
0,320,1600,8080,
0,291,1508,8201,
0,269,1409,8322,
0,240,1338,8422,
0,212,1265,8523,
0,194,1187,8619,
0,178,1109,8713,
0,158,1030,8812,
0,143,955,8902,
0,125,901,8974,
0,112,840,9048,
0,106,779,9115,
0,94,735,9171,
0,81,679,9240,
0,75,633,9292,
0,67,589,9344,
0,59,545,9396,
0,51,502,9447,
0,41,465,9494,
0,35,427,9538,
0,30,389,9581,
0,27,356,9617,
0,24,328,9648,
0,23,303,9674,
0,21,275,9704,
0,20,258,9722,
0,18,241,9741,
0,14,232,9754,
0,12,214,9774,
0,12,197,9791,
0,11,186,9803,
0,10,168,9822,
0,10,158,9832,
0,9,142,9849,
0,7,130,9863,
0,7,125,9868,
0,7,116,9877,
0,7,109,9884,
0,4,106,9890,
0,4,95,9901,
0,2,91,9907,
0,2,86,9912,
0,2,80,9918,
0,2,73,9925,
0,2,68,9930,
0,2,64,9934,
0,2,57,9941,
0,1,56,9943,
0,1,51,9948,
0,1,48,9951,
0,1,41,9958,
0,1,40,9959,
0,1,38,9961,
0,1,35,9964,
0,1,32,9967,
0,1,30,9969,
0,1,27,9972,
0,1,25,9974,
0,1,23,9976,
0,1,19,9980,
0,1,17,9982,
0,1,16,9983,
0,1,14,9985,
0,1,14,9985,
0,0,15,9985,
0,0,15,9985,
0,0,13,9987,
0,0,13,9987,
0,0,11,9989,
0,0,10,9990,
0,0,10,9990,
0,0,10,9990,
0,0,9,9991,
0,0,9,9991,
0,0,9,9991,
0,0,8,9992,
0,0,8,9992,
0,0,8,9992,
0,0,6,9994,
0,0,6,9994,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,3,9997,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
