S,E,I,R,Beta
9940,0,60,0,0.007541918175720992
5442,4498,52,8,0.007799027506855512
3235,6285,468,12,0.0021149552834251444
33,8834,1092,41,0.0009157509157509158
0,7995,1885,120,
0,7251,2478,271,
0,6552,2978,470,
0,5930,3385,685,
0,5337,3723,940,
0,4805,3986,1209,
0,4273,4184,1543,
0,3823,4300,1877,
0,3432,4350,2218,
0,3050,4373,2577,
0,2749,4307,2944,
0,2465,4211,3324,
0,2206,4131,3663,
0,2000,4017,3983,
0,1794,3896,4310,
0,1611,3749,4640,
0,1471,3593,4936,
0,1330,3476,5194,
0,1198,3328,5474,
0,1069,3218,5713,
0,975,3048,5977,
0,883,2925,6192,
0,800,2764,6436,
0,711,2659,6630,
0,637,2507,6856,
0,575,2353,7072,
0,499,2252,7249,
0,452,2138,7410,
0,422,1999,7579,
0,376,1899,7725,
0,347,1756,7897,
0,322,1654,8024,
0,295,1554,8151,
0,274,1448,8278,
0,250,1351,8399,
0,227,1263,8510,
0,202,1190,8608,
0,185,1109,8706,
0,167,1035,8798,
0,143,988,8869,
0,127,927,8946,
0,112,889,8999,
0,104,840,9056,
0,94,794,9112,
0,83,730,9187,
0,75,681,9244,
0,66,631,9303,
0,62,589,9349,
0,56,547,9397,
0,52,510,9438,
0,46,481,9473,
0,44,453,9503,
0,39,421,9540,
0,38,381,9581,
0,34,350,9616,
0,32,323,9645,
0,28,299,9673,
0,22,277,9701,
0,19,260,9721,
0,18,239,9743,
0,16,220,9764,
0,15,209,9776,
0,15,195,9790,
0,15,181,9804,
0,15,160,9825,
0,12,151,9837,
0,11,136,9853,
0,9,128,9863,
0,7,120,9873,
0,7,112,9881,
0,7,109,9884,
0,6,97,9897,
0,5,86,9909,
0,3,84,9913,
0,3,79,9918,
0,3,73,9924,
0,2,68,9930,
0,2,57,9941,
0,2,54,9944,
0,2,48,9950,
0,2,45,9953,
0,2,40,9958,
0,2,37,9961,
0,2,36,9962,
0,2,34,9964,
0,0,34,9966,
0,0,29,9971,
0,0,29,9971,
0,0,26,9974,
0,0,23,9977,
0,0,22,9978,
0,0,19,9981,
0,0,16,9984,
0,0,15,9985,
0,0,13,9987,
0,0,11,9989,
0,0,9,9991,
0,0,7,9993,
0,0,7,9993,
0,0,7,9993,
0,0,6,9994,
0,0,6,9994,
0,0,5,9995,
0,0,5,9995,
0,0,4,9996,
0,0,4,9996,
0,0,3,9997,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
