S,E,I,R,Beta
9950,0,50,0,0.007829145728643216
6055,3895,42,8,0.007915536156659195
4042,5543,403,12,0.0024267523509355245
89,8958,918,35,0.0010893246187363835
0,8146,1751,103,
0,7337,2403,260,
0,6584,2963,453,
0,5934,3377,689,
0,5353,3693,954,
0,4765,4006,1229,
0,4274,4181,1545,
0,3863,4264,1873,
0,3498,4302,2200,
0,3183,4285,2532,
0,2836,4285,2879,
0,2551,4189,3260,
0,2302,4106,3592,
0,2055,4015,3930,
0,1844,3908,4248,
0,1675,3764,4561,
0,1521,3620,4859,
0,1359,3510,5131,
0,1196,3388,5416,
0,1089,3226,5685,
0,962,3100,5938,
0,866,2950,6184,
0,783,2795,6422,
0,714,2601,6685,
0,635,2461,6904,
0,572,2306,7122,
0,522,2179,7299,
0,475,2049,7476,
0,428,1934,7638,
0,380,1798,7822,
0,335,1689,7976,
0,289,1609,8102,
0,261,1508,8231,
0,226,1412,8362,
0,208,1323,8469,
0,180,1244,8576,
0,157,1181,8662,
0,142,1091,8767,
0,128,1020,8852,
0,114,965,8921,
0,104,910,8986,
0,95,860,9045,
0,91,783,9126,
0,80,737,9183,
0,64,694,9242,
0,57,647,9296,
0,51,599,9350,
0,43,554,9403,
0,39,502,9459,
0,34,463,9503,
0,29,433,9538,
0,26,398,9576,
0,24,367,9609,
0,24,335,9641,
0,23,308,9669,
0,20,286,9694,
0,20,265,9715,
0,16,251,9733,
0,16,241,9743,
0,15,221,9764,
0,13,202,9785,
0,13,187,9800,
0,11,174,9815,
0,11,162,9827,
0,10,148,9842,
0,8,136,9856,
0,8,123,9869,
0,7,115,9878,
0,6,109,9885,
0,6,96,9898,
0,4,85,9911,
0,4,75,9921,
0,3,71,9926,
0,3,67,9930,
0,3,61,9936,
0,3,53,9944,
0,2,47,9951,
0,2,45,9953,
0,1,40,9959,
0,1,37,9962,
0,1,33,9966,
0,1,29,9970,
0,1,27,9972,
0,1,26,9973,
0,1,23,9976,
0,1,18,9981,
0,0,18,9982,
0,0,16,9984,
0,0,14,9986,
0,0,13,9987,
0,0,12,9988,
0,0,12,9988,
0,0,10,9990,
0,0,9,9991,
0,0,9,9991,
0,0,9,9991,
0,0,9,9991,
0,0,8,9992,
0,0,8,9992,
0,0,7,9993,
0,0,7,9993,
0,0,7,9993,
0,0,7,9993,
0,0,7,9993,
0,0,6,9994,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,5,9995,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,4,9996,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,2,9998,
0,0,1,9999,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
