S,E,I,R,Beta
9940,0,60,0,0.007682763246143528
5358,4582,53,7,0.007969039419101749
3095,6401,494,10,0.002005323984747503
29,8804,1108,59,0.0009025270758122744
0,7967,1880,153,
0,7202,2506,292,
0,6483,3015,502,
0,5831,3444,725,
0,5258,3761,981,
0,4717,4015,1268,
0,4268,4139,1593,
0,3839,4219,1942,
0,3437,4273,2290,
0,3099,4250,2651,
0,2770,4207,3023,
0,2506,4127,3367,
0,2252,4069,3679,
0,2017,3959,4024,
0,1808,3856,4336,
0,1638,3696,4666,
0,1482,3543,4975,
0,1315,3415,5270,
0,1190,3264,5546,
0,1069,3116,5815,
0,971,2968,6061,
0,868,2838,6294,
0,792,2700,6508,
0,715,2543,6742,
0,631,2408,6961,
0,567,2296,7137,
0,504,2181,7315,
0,459,2040,7501,
0,403,1953,7644,
0,370,1829,7801,
0,329,1710,7961,
0,293,1591,8116,
0,260,1493,8247,
0,232,1408,8360,
0,214,1319,8467,
0,187,1254,8559,
0,162,1170,8668,
0,149,1087,8764,
0,131,1018,8851,
0,115,945,8940,
0,101,874,9025,
0,89,815,9096,
0,78,759,9163,
0,71,716,9213,
0,67,665,9268,
0,62,604,9334,
0,52,567,9381,
0,48,517,9435,
0,45,474,9481,
0,42,449,9509,
0,38,411,9551,
0,35,381,9584,
0,33,338,9629,
0,31,318,9651,
0,26,298,9676,
0,23,272,9705,
0,22,250,9728,
0,18,235,9747,
0,17,219,9764,
0,16,202,9782,
0,15,179,9806,
0,13,166,9821,
0,10,160,9830,
0,6,155,9839,
0,5,141,9854,
0,5,133,9862,
0,4,124,9872,
0,3,118,9879,
0,3,108,9889,
0,3,103,9894,
0,3,100,9897,
0,3,88,9909,
0,2,81,9917,
0,2,75,9923,
0,2,68,9930,
0,2,67,9931,
0,2,61,9937,
0,2,61,9937,
0,2,57,9941,
0,2,51,9947,
0,2,47,9951,
0,2,44,9954,
0,2,41,9957,
0,2,36,9962,
0,2,32,9966,
0,2,29,9969,
0,2,29,9969,
0,2,26,9972,
0,2,25,9973,
0,2,22,9976,
0,2,21,9977,
0,2,20,9978,
0,2,17,9981,
0,1,16,9983,
0,1,16,9983,
0,1,15,9984,
0,1,11,9988,
0,1,10,9989,
0,1,10,9989,
0,1,9,9990,
0,1,9,9990,
0,1,9,9990,
0,1,7,9992,
0,1,6,9993,
0,1,5,9994,
0,1,5,9994,
0,1,4,9995,
0,1,4,9995,
0,1,4,9995,
0,1,4,9995,
0,1,3,9996,
0,1,3,9996,
0,1,2,9997,
0,1,2,9997,
0,1,2,9997,
0,1,2,9997,
0,1,2,9997,
0,1,2,9997,
0,1,2,9997,
0,1,2,9997,
0,1,2,9997,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,1,9998,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,1,0,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,1,9999,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
0,0,0,10000,
