S,E,I,R,Beta
10000,0,0,0,0.0
9968,32,0,0,0.0
9927,71,2,0,0.0019139719955676
9889,105,6,0,0.000825833417602
9840,149,10,1,0.0004471544715447
9796,176,25,3,0.0003838301347488
9702,247,48,3,0.0003586030371744
9535,385,72,8,0.0003947445085358
9264,607,112,17,0.0003122686898593
8940,859,177,24,0.0002799580378922
8497,1223,240,40,0.000320701424032
7843,1760,341,56,0.0003021167239928
7035,2388,492,85,0.0002689803017433
6104,3075,694,127,0.000234645586019
5110,3772,931,187,0.0001874969783979
4218,4291,1236,255,0.0001684106180784
3340,4783,1512,365,0.0001570272154104
2547,5102,1861,490,0.0001394524476647
1886,5235,2232,647,0.0001232910295442
1367,5236,2579,818,0.0001165794400953
956,5090,2904,1050,0.000111302258031
647,4881,3200,1272,0.0001023956723338
435,4586,3441,1538,9.15264541515932e-05
298,4232,3642,1828,8.753211046368063e-05
203,3896,3803,2098,8.937719637983496e-05
134,3589,3889,2388,8.635147737783185e-05
89,3256,3958,2697,7.096990308350035e-05
64,2957,3958,3021,6.711091460333502e-05
47,2704,3922,3327,8.67989627523951e-05
31,2430,3915,3624,5.767725456268282e-05
24,2192,3834,3950,0.0001195444270561
13,1984,3779,4224,2.03554053778981e-05
12,1773,3645,4570,6.858710562414266e-05
9,1571,3578,4842,6.21079436059872e-05
7,1419,3442,5132,4.1504108906781774e-05
6,1280,3312,5402,5.032206119162641e-05
5,1139,3231,5625,0.0
5,1025,3098,5872,0.0001291155584247
3,923,2998,6076,0.0
3,847,2815,6335,0.0001184132622853
2,772,2684,6542,0.0003725782414307
0,700,2531,6769,0.0
0,635,2385,6980,0.0
0,577,2243,7180,0.0
0,521,2115,7364,0.0
0,462,1992,7546,0.0
0,427,1873,7700,0.0
0,373,1785,7842,0.0
0,329,1695,7976,0.0
0,302,1577,8121,0.0
0,268,1499,8233,0.0
0,231,1433,8336,0.0
0,207,1338,8455,0.0
0,187,1261,8552,0.0
0,165,1194,8641,0.0
0,156,1122,8722,0.0
0,139,1048,8813,0.0
0,119,991,8890,0.0
0,107,912,8981,0.0
0,95,852,9053,0.0
0,84,792,9124,0.0
0,78,738,9184,0.0
0,65,692,9243,0.0
0,58,639,9303,0.0
0,51,596,9353,0.0
0,49,556,9395,0.0
0,47,526,9427,0.0
0,40,498,9462,0.0
0,35,475,9490,0.0
0,33,439,9528,0.0
0,26,408,9566,0.0
0,20,383,9597,0.0
0,16,355,9629,0.0
0,14,330,9656,0.0
0,13,300,9687,0.0
0,11,274,9715,0.0
0,10,256,9734,0.0
0,9,240,9751,0.0
0,9,222,9769,0.0
0,7,211,9782,0.0
0,7,198,9795,0.0
0,5,181,9814,0.0
0,5,164,9831,0.0
0,5,151,9844,0.0
0,3,140,9857,0.0
0,3,123,9874,0.0
0,3,113,9884,0.0
0,3,100,9897,0.0
0,1,93,9906,0.0
0,1,78,9921,0.0
0,1,72,9927,0.0
0,1,66,9933,0.0
0,1,61,9938,0.0
0,1,59,9940,0.0
0,1,54,9945,0.0
0,1,50,9949,0.0
0,1,44,9955,0.0
0,1,42,9957,0.0
0,1,35,9964,0.0
0,0,31,9969,0.0
0,0,30,9970,0.0
0,0,27,9973,0.0
0,0,25,9975,0.0
0,0,22,9978,0.0
0,0,18,9982,0.0
0,0,18,9982,0.0
0,0,15,9985,0.0
0,0,14,9986,0.0
0,0,13,9987,0.0
0,0,11,9989,0.0
0,0,11,9989,0.0
0,0,10,9990,0.0
0,0,8,9992,0.0
0,0,7,9993,0.0
0,0,6,9994,0.0
0,0,6,9994,0.0
0,0,6,9994,0.0
0,0,6,9994,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,5,9995,0.0
0,0,4,9996,0.0
0,0,4,9996,0.0
0,0,4,9996,0.0
0,0,4,9996,0.0
0,0,4,9996,0.0
0,0,3,9997,0.0
0,0,3,9997,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
0,0,2,9998,0.0
