S,E,I,R,Beta
10000,0,0,0,0.0
9962,38,0,0,0.0
9932,65,3,0,0.0009397234528124
9904,86,10,0,0.0003735864297253
9867,111,22,0,0.0001888756829468
9826,144,27,3,0.0001319251268365
9791,165,38,6,0.0001021346134204
9753,189,50,8,6.76714856967087e-05
9720,195,71,14,4.6368747464209126e-05
9688,202,93,17,4.994539303694628e-05
9643,225,101,31,4.825744422414864e-05
9596,244,123,37,3.558393232952755e-05
9554,261,136,49,3.84809565442254e-05
9504,281,156,59,3.574743158076492e-05
9451,298,186,65,3.185644575359267e-05
9395,327,198,80,3.064170174335156e-05
9338,352,212,98,3.535967865124042e-05
9268,389,229,114,2.3558546758061264e-05
9218,404,243,135,2.9911061467677748e-05
9151,433,258,158,2.4566298934585027e-05
9093,444,287,176,2.758947323648662e-05
9021,474,310,195,2.0382548247637236e-05
8964,487,320,229,2.0917001338688085e-05
8904,504,340,252,2.807726864330638e-05
8819,543,358,280,2.15380580653376e-05
8751,540,397,312,2.676916089042864e-05
8658,582,419,341,2.0674245017920435e-05
8583,602,435,380,1.6605934478874975e-05
8521,591,480,408,2.2737941556155386e-05
8428,635,495,442,2.0374605092213065e-05
8343,655,519,483,1.0623514873036295e-05
8297,638,540,525,1.0266986282413544e-05
8251,611,582,556,1.2911066491575946e-05
8189,606,625,580,1.3872267676150934e-05
8118,611,651,620,1.3623931798597416e-05
8046,620,679,655,1.4460299522224382e-05
7967,640,670,723,1.1802416310564662e-05
7904,633,687,776,1.1049626080653431e-05
7844,628,680,848,1.3311035786063534e-05
7773,638,685,904,1.2019896685231772e-05
7709,637,704,950,1.4187962122194838e-05
7632,650,713,1005,9.188446961343836e-06
7582,638,727,1053,1.4513487928587834e-05
7502,651,726,1121,1.2301586427274125e-05
7435,645,726,1194,1.3894523890244376e-05
7360,649,735,1256,1.2570245489500147e-05
7292,643,752,1313,1.1124111529977474e-05
7231,643,744,1382,1.2267968112205066e-05
7165,648,748,1439,9.702542439293805e-06
7113,634,758,1495,7.2334018466318495e-06
7074,603,769,1554,1.1213429055575591e-05
7013,599,773,1615,1.180583315148046e-05
6949,604,770,1677,1.233476553666509e-05
6883,605,776,1736,1.2169531686464934e-05
6818,606,783,1793,1.1988399724716373e-05
6754,613,782,1851,9.845449168324616e-06
6702,617,763,1918,8.213349979055958e-06
6660,596,770,1974,1.2285012285012283e-05
6597,597,768,2038,1.0263503612753272e-05
6545,573,791,2091,9.657925921776594e-06
6495,563,790,2152,1.0329269837557616e-05
6442,556,783,2219,8.52483482636894e-06
6399,546,777,2278,8.045015077363882e-06
6359,526,776,2339,9.119309753365227e-06
6314,521,753,2412,9.044173848371691e-06
6271,514,737,2478,7.789296079149634e-06
6235,493,741,2531,9.739975130596834e-06
6190,494,728,2588,6.657316835022812e-06
6160,461,727,2652,9.378516943853943e-06
6118,463,706,2713,8.103149856412185e-06
6083,455,692,2770,7.364407013196067e-06
6052,447,687,2814,7.2154861650268275e-06
6022,432,688,2858,7.482254987526357e-06
5991,418,667,2924,9.759767086912229e-06
5952,415,653,2980,7.718717581386159e-06
5922,405,631,3042,1.016917765071658e-05
5884,404,637,3075,9.33804468814666e-06
5849,407,623,3121,4.939725740938279e-06
5831,387,620,3162,6.638600140517036e-06
5807,374,606,3213,8.809215689951981e-06
5776,359,605,3260,8.012637073327076e-06
5748,345,612,3295,7.106762909292689e-06
5723,333,604,3340,9.54669956131469e-06
5690,328,577,3405,7.310097376588804e-06
5666,325,551,3458,7.687463604664496e-06
5642,317,549,3492,9.03967059440354e-06
5614,310,533,3543,8.354883362486307e-06
5589,298,525,3588,7.838526357044876e-06
5566,294,516,3624,5.919104641413677e-06
5549,290,485,3676,7.059877046667645e-06
5530,278,479,3713,5.662792058500417e-06
5515,275,460,3750,5.124364381725728e-06
5502,250,461,3787,8.673635538565744e-06
5480,247,454,3819,8.440785877359401e-06
5459,250,427,3864,1.1154044649640732e-05
5433,256,417,3894,1.1476186251440592e-05
5407,263,395,3935,1.0300758744524796e-05
5385,260,391,3964,7.12408010315668e-06
5370,246,391,3993,8.09651040401587e-06
5353,234,384,4029,1.0702721215517778e-05
