S,E,I,R,Beta
10000,0,0,0,0.0
9998,2,0,0,0.0
9995,5,0,0,0.0
9995,4,1,0,0.00120060030015
9983,16,1,0,0.0003005108684764
9980,15,5,0,0.0001803607214428
9971,23,4,2,0.0001002908434459
9967,25,6,2,6.688739507039899e-05
9963,29,6,2,5.018568704205561e-05
9960,30,8,2,0.0001004016064257
9952,35,11,2,6.394329143525285e-05
9945,40,12,3,6.703536115300821e-05
9937,45,14,4,4.312885464138357e-05
9931,45,18,6,3.356493135971537e-05
9925,48,18,9,4.478029666946544e-05
9917,50,21,12,2.4008796823156005e-05
9912,50,25,13,2.4213075060532686e-05
9906,53,27,14,4.86050354816759e-05
9893,58,34,15,4.1621824106171325e-05
9879,68,36,17,3.374160677531464e-05
9867,76,38,19,3.733871010758883e-05
9853,85,40,22,3.0447579417436318e-05
9841,86,49,24,2.903305413212943e-05
9827,88,59,26,2.2421795364897476e-05
9814,98,58,30,3.162266431487741e-05
9796,106,63,35,1.2962854939171804e-05
9788,100,75,37,2.043318348998774e-05
9773,104,83,40,2.0957666745977053e-05
9756,117,78,49,3.2852892631490415e-05
9731,133,83,53,2.847687120901652e-05
9708,141,94,57,1.534159149286835e-05
9694,150,90,66,1.2608027875203448e-05
9683,148,99,70,1.7733881205945647e-05
9666,154,101,79,2.0486219944154564e-05
9646,159,105,90,1.1847990284647966e-05
9634,153,109,104,1.9045696339226702e-05
9614,156,118,112,1.7629657314721116e-05
9594,165,116,125,1.4376801592949616e-05
9578,164,124,134,1.0103799702274702e-05
9566,161,130,143,1.6082600234805963e-05
9546,155,144,155,1.018460320785902e-05
9532,156,151,161,2.014823543143625e-05
9503,168,153,176,1.78822098834974e-05
9477,184,147,192,1.650971668608353e-05
9454,185,153,208,1.5209525034186864e-05
9432,192,153,223,1.6630910209715777e-05
9408,193,165,234,1.2883941455370026e-05
9388,194,166,252,1.5400331620474226e-05
9364,198,175,263,1.7696954903276986e-05
9335,201,188,276,1.139614126656714e-05
9315,201,192,292,1.621488638396851e-05
9286,207,203,304,1.1140240777737344e-05
9265,201,220,314,1.2265122896531424e-05
9240,205,225,330,1.2506012506012504e-05
9214,210,231,345,1.7383672690813998e-05
9177,230,234,359,9.313510457675216e-06
9157,228,241,374,1.1328430690621915e-05
9132,224,256,388,1.4543637757336838e-05
9098,238,254,410,1.2549266690091964e-05
9069,241,252,438,1.093906155103641e-05
9044,246,244,466,9.516317312084452e-06
9023,248,246,483,1.4416635355536754e-05
8991,250,258,501,1.3363923785973744e-05
8960,250,266,524,1.4685150375939849e-05
8925,257,269,549,1.2079181114825112e-05
8896,256,278,570,6.469644428342218e-06
8880,245,285,590,9.878299351983564e-06
8855,251,274,620,1.4425434926863043e-05
8820,258,275,647,1.7728303442589158e-05
8777,269,290,664,1.100053824062106e-05
8749,263,300,688,9.524898083590506e-06
8724,259,298,719,1.1924214309672616e-05
8693,262,312,733,1.3641981317122234e-05
8656,268,322,754,9.32825111077944e-06
8630,270,317,783,8.4073238757032e-06
8607,255,331,807,1.088132788705322e-05
8576,252,343,829,1.2918280318524e-05
8538,263,343,856,1.0585501141526785e-05
8507,259,347,887,1.3550461410149093e-05
8467,272,347,914,9.530133772445592e-06
8439,282,342,937,1.52452862614331e-05
8395,292,346,967,1.480374706937449e-05
8352,305,346,997,1.3841826678183066e-05
8312,319,338,1031,1.2813868592353822e-05
8276,322,351,1051,1.445844848454805e-05
8234,332,357,1077,1.360758051095104e-05
8194,333,374,1099,1.3705084847527669e-05
8152,351,361,1136,7.815494523716968e-06
8129,340,368,1163,1.2034209245481822e-05
8093,339,377,1191,8.521625755761684e-06
8067,324,390,1219,1.2078331156055216e-05
8029,328,391,1252,1.1785920539323724e-05
7992,320,401,1287,1.2169276508428628e-05
7953,321,405,1321,1.3350036402134144e-05
7910,337,408,1345,1.0535187526337967e-05
7876,343,409,1372,1.3969584799104954e-05
7831,358,410,1401,1.4949964338105902e-05
7783,374,411,1432,1.094155863440595e-05
7748,382,417,1453,1.207088020858481e-05
7709,384,425,1482,1.4040121172350116e-05
